"","citric acid","residual sugar","density","pH","alcohol","quality"
"1045",0.28,3,0.9978,3.12,11.7,6
"1046",0.08,1.8,0.9964,3.45,9.5,4
"1047",0,1.9,0.99628,3.36,9.5,5
"1048",0.4,2.3,0.99716,3.31,9.5,6
"1049",0.07,2,0.9981,3.41,10.3,6
"1050",0.53,2.4,0.99774,3.6,9.7,5
"1051",0.49,3.9,0.9986,3.18,10,4
"1052",0,2.2,0.9978,3.33,10.5,6
"1053",0,1.4,0.99182,3.44,10.1,6
"1054",0.14,1.8,0.99538,3.68,10.4,7
"1055",0.59,2.5,0.99718,3.2,12.4,6
"1056",0.09,2.2,0.99815,3.4,12,7
"1057",0.63,3.3,1,3.2,9.4,6
"1058",0.2,1.8,0.9963,3.33,9.5,6
"1059",0.45,3.6,0.9976,3.24,9.9,8
"1060",0.16,1.8,0.99397,3.49,11.3,6
"1061",0.45,2,0.9956,3.33,11.2,6
"1062",0.24,2.3,0.9948,3.34,12.8,7
"1063",0.31,1.8,0.99648,3.37,10.9,6
"1064",0.09,2.4,0.99745,3.15,12.3,6
"1065",0.43,2.3,0.99584,3.02,13.6,7
"1066",0.55,2.4,1.00012,3.07,9.8,5
"1067",0.33,1.9,0.9972,3.34,10,6
"1068",0.63,2.6,0.9996,3.28,10.9,8
"1069",0.36,2,0.99575,3.23,10.9,5
"1070",0.19,2.3,0.99451,3.39,11.2,7
"1071",0.49,5.5,0.9982,3.22,9.4,5
"1072",0.18,2.6,0.99622,3.3,10,6
"1073",0.49,1.7,0.9997,2.98,10.2,5
"1074",0.49,2.2,1.0002,3.19,9.5,6
"1075",0.32,2.2,0.9966,3.32,9.5,5
"1076",0.39,4.3,0.99408,3.37,12,6
"1077",0.34,2.2,0.99565,3.27,10,6
"1078",0.03,2.1,0.99508,3.58,11.8,6
"1079",0,2.1,0.99494,3.42,11.2,7
"1080",0.55,2.4,1.0008,3.16,9.5,5
"1081",0.22,2.5,0.99692,3.24,10,6
"1082",0.5,8.3,1.0022,3.07,12,5
"1083",0.36,2.2,0.99517,3.21,11.4,7
"1084",0.26,1.7,0.99622,3.35,9.2,5
"1085",0.36,1.9,0.99748,3.39,12.5,6
"1086",0.06,2,0.9955,3.41,10.3,6
"1087",0.63,2.6,0.9994,3.16,13.3,7
"1088",0.49,2.8,0.9986,3.2,11.3,6
"1089",0.07,1.7,0.99385,3.38,11.1,6
"1090",0.3,1.9,0.99388,3.52,12.8,7
"1091",0.54,2.6,0.99504,3.26,11.7,6
"1092",0.36,2.1,0.99734,3.29,11.7,6
"1093",0.49,3,1.0003,3.14,10,6
"1094",0.02,6.6,0.9948,3.36,12.5,7
"1095",0.26,2.2,0.998,3.22,9.4,5
"1096",0.31,1.9,0.99387,3.35,11.9,7
"1097",0.11,2.2,0.99538,3.54,11.1,6
"1098",0.47,2.3,0.9979,3.25,9.5,5
"1099",0.26,2.2,0.99408,3.35,12.6,7
"1100",0.31,4,0.9969,3.21,11.2,6
"1101",0.21,1.9,0.9969,3.16,10.5,5
"1102",0,1.5,0.99458,3.44,10.3,6
"1103",0.49,5.8,1.0022,3.03,9.4,6
"1104",0.24,1.8,0.99498,3.16,9.5,5
"1105",0.13,4.3,0.99668,3.38,9.5,5
"1106",0.04,1.8,0.9934,3.56,11.4,5
"1107",0.24,2.6,0.9976,3.12,9.4,5
"1108",0.25,1.8,0.99632,3.31,9.5,5
"1109",0.22,2.3,0.9968,3.27,9.3,5
"1110",0.26,2,0.99694,3.52,9.7,6
"1111",0.49,1.6,0.9981,3.04,9.4,4
"1112",0.59,2.8,0.9994,3.19,13.4,6
"1113",0.19,3.9,0.99688,3.26,9.8,5
"1114",0.02,1.9,0.9971,3.38,9.1,5
"1115",0.49,2.3,0.9962,3.31,9.4,7
"1116",0.12,5.2,0.99577,3.36,10.55,5
"1117",0.6,2.8,1.0022,3,10,5
"1118",0.03,1.8,0.9973,3.27,9.5,5
"1119",0.14,2.5,0.99362,3.35,12.1,7
"1120",0.31,2.8,0.99782,3.27,9.5,5
"1121",0.3,1.6,0.999,3.2,9.4,5
"1122",0.41,3.3,0.99458,3.44,11.5,6
"1123",0.35,2,0.99613,3.42,10,7
"1124",0.26,4.5,0.9972,3.27,9.1,4
"1125",0,2,0.99619,3.43,10.5,6
"1126",0.33,2.6,0.99528,3.12,10.8,5
"1127",0.42,2,0.9948,3.55,12.9,7
"1128",0.38,1.8,0.99708,3.15,9.5,5
"1129",0,2.3,0.99258,3.18,12.8,7
"1130",0.22,2.3,0.9982,3.39,10,5
"1131",0.3,1.5,0.9965,3.2,9.4,5
"1132",0.57,2.3,0.99566,3.25,9.3,5
"1133",0.49,2.7,0.9976,3.03,9.4,5
"1134",0.1,2.2,0.99628,3.1,11.2,5
"1135",0.16,2.2,0.9952,3.44,11.7,6
"1136",0.24,2.2,0.99408,3.43,12.7,7
"1137",0.24,5.6,0.9934,3.38,12.2,7
"1138",0.24,1.7,0.99578,3.15,9.5,5
"1139",0.53,2.2,0.995,3.21,11.0666666666667,6
"1140",0.23,2.1,0.99636,3.37,10.7,6
"1141",0,2.1,0.99508,3.52,9.4,4
"1142",0.24,1.6,0.99672,3.3,10.4,6
"1143",0.53,1.6,0.9974,3.26,9.1,4
"1144",0.32,2.2,0.99242,3.3,12.6,6
"1145",0,1.8,0.99157,3.68,9.8,6
"1146",0.57,2,0.9968,3.21,10,6
"1147",0,2.5,0.9968,3.36,9.8,6
"1148",0.49,2,0.9976,3.21,9.6,5
"1149",0.21,2.6,0.9982,3.15,11.9,5
"1150",0.45,3.2,0.99914,3.29,11.7,7
"1151",0.01,2.1,0.99504,3.38,11.8,5
"1152",0.06,1.7,0.9958,3.38,10.5,6
"1153",0.55,2.2,0.99562,3.36,11.1,8
"1154",0.3,1.7,0.99538,3.48,10.4,5
"1155",0,1.9,0.9958,2.94,9.2,6
"1156",0.05,1.8,0.99546,3,10.1,7
"1157",0.31,2,0.99472,3.38,12.5,6
"1158",0.11,1.9,0.99782,3.32,9.6,6
"1159",0.03,1.7,0.9972,3.2,9,5
"1160",0.37,5.8,1.001,3.16,11.8,6
"1161",0.42,2,0.9962,3.21,11,6
"1162",0.02,2.6,0.9988,3.47,9.4,6
"1163",0,1.9,0.99603,3.4,9.8,5
"1164",0.49,1.6,0.9972,3.26,9.3,5
"1165",0.32,3.8,0.99642,3.39,9.4,5
"1166",0.53,2.5,0.9988,3.3,10.6,7
"1167",0,2.3,0.9976,3.44,9.4,5
"1168",0,2.1,0.9978,3.39,9.4,5
"1169",0.03,1.8,0.99528,3.36,11.8,8
"1170",0.39,2.5,0.9981,3.28,9.5,6
"1171",0,2,0.99494,3.38,10.9,6
"1172",0.27,2.2,0.99716,3.52,10.1,5
"1173",0.43,1.7,0.9958,3.36,9.4,4
"1174",0.23,2.1,0.9963,3.35,10.1,6
"1175",0.23,2.3,0.9976,3.16,9.8,5
"1176",0.49,3,1.0026,3.16,9.3,5
"1177",0.45,2.2,0.99388,3.48,13.2,5
"1178",0,1.7,0.99538,3.36,10,7
"1179",0.01,2.3,0.99516,3.32,11.7,5
"1180",0.24,1.8,0.9969,3.47,9.4,5
"1181",0.03,2.6,0.9966,3.35,9.8,5
"1182",0.28,1.9,0.99628,3.26,9.9,6
"1183",0.54,2.5,0.999,3.17,9.6,3
"1184",0.02,2.1,0.99538,3.58,11.2,5
"1185",0.48,5.5,0.99738,3.26,11.9,7
"1186",0.26,1.9,0.99613,3.26,9.8,5
"1187",0.3,2.2,0.99752,3.28,9.4,6
"1188",0.25,2,0.9982,3.14,9.7,6
"1189",0.06,2.1,0.9964,3.27,9.8,7
"1190",0.49,1.4,0.9982,3.11,9.5,6
"1191",0.03,1.6,0.99586,3.33,10,6
"1192",0,1.8,0.9958,3.45,11,5
"1193",0.03,3,0.99761,3.38,10,6
"1194",0.28,2.4,0.99748,3.28,9.8,5
"1195",0.14,1.9,0.99522,3.51,9.1,6
"1196",0.47,2.1,0.99965,3.18,11,6
"1197",0.27,2.1,0.99672,3.26,11.3,6
"1198",0.6,2,0.99622,3.4,10.7,6
"1199",0.08,2.9,1.0002,3.48,10.9,6
"1200",0.04,1.7,0.99385,3.67,10.1,6
"1201",0.15,2,0.99438,3.29,11.7,6
"1202",0.6,3,1.0004,3.16,11,7
"1203",0.28,1.4,0.99652,3.34,9.7,6
"1204",0.21,2.1,0.99444,3.34,12.9,7
"1205",0.26,2.1,0.99612,3.27,10,6
"1206",0.11,2.1,0.99668,3.19,9.5,5
"1207",0,1.6,0.9956,3.58,9.4,5
"1208",0.05,1.7,0.9963,3.5,9.2,5
"1209",0.54,2.6,0.9984,3.17,9.7,5
"1210",0.32,2.8,0.99388,3.36,12.5,7
"1211",0.26,2.6,0.9994,3.21,9.9,6
"1212",0.2,5.1,0.9971,3.25,9.2,5
"1213",0.26,2.7,0.9972,3.26,9.3,5
"1214",0.24,5.15,0.9966,3.29,9.5,5
"1215",0.49,2.7,0.99182,3.39,11.8,6
"1216",0.36,2.6,0.99565,3.32,11,6
"1217",0.28,2.6,0.99736,3.3,9.5,5
"1218",0.09,2.5,0.99568,3.52,10.4,6
"1219",0.47,2.2,0.9994,3.1,9.1,6
"1220",0.14,1.9,0.9972,3.41,9,5
"1221",0,1.7,0.99624,3.32,11,7
"1222",0.49,2.5,0.998,3.14,10.7,6
"1223",0.55,2,0.9994,3.19,10,6
"1224",0.22,2,0.9976,3.28,9.4,5
"1225",0,2.1,0.99162,3.38,11.9,6
"1226",0.2,3.3,0.9978,3.21,9.2,5
"1227",0.6,2.4,0.99914,3.27,11.4,8
"1228",0.28,3.4,0.99788,3.31,9.6,5
"1229",0.11,2,0.99668,3.3,9.8,5
"1230",0,2.1,0.99252,3.54,12.5,6
"1231",0.2,1.8,0.99498,3.39,10.3,7
"1232",0.49,2.1,0.9994,3.16,9.4,5
"1233",0.58,2,0.9988,3.03,9.4,5
"1234",0.66,2,0.99652,3.1,11.5,6
"1235",0.22,2.1,0.99636,3.53,10.7,5
"1236",0.24,2.1,0.9994,3.25,10.4,7
"1237",0.41,2.5,0.9984,3.17,10.3,5
"1238",0,2,0.99712,3.61,11.6,6
"1239",0.01,2.3,0.99492,3.39,10,6
"1240",0.02,3,0.9964,3.36,9.8,5
"1241",0.49,2,0.99578,3.3,12,7
"1242",0.4,2.2,0.998,3.31,9.5,6
"1243",0.37,2.2,0.99732,3.41,9.6,7
"1244",0.49,5.2,1.0021,3.3,12,5
"1245",0.38,2.2,0.99914,3.15,11.8,6
"1246",0,1.8,0.99536,3.51,11.9,6
"1247",0.25,2.1,0.99621,3.3,9.2,5
"1248",0.2,2.1,0.99588,3.39,11.4,5
"1249",0.57,1.7,0.99652,3.29,9.4,5
"1250",0.26,1.9,0.99622,3.26,9.8,5
"1251",0.45,2,0.99738,3.37,11,6
"1252",0.18,1.5,0.9948,3.4,10.2,5
"1253",0.49,4.8,1.0014,3.16,11,7
"1254",0.27,2.9,0.99854,3.18,9.5,5
"1255",0.32,1.9,0.99728,3.35,9,5
"1256",0.08,2.1,0.9955,3.2,10,6
"1257",0.45,1.9,0.9976,3.16,9.5,5
"1258",0.26,1.9,0.996,3.2,9.6,5
"1259",0,2.2,0.9982,3.53,9.5,5
"1260",0.41,2.5,0.999,3.2,10.3,6
"1261",0.37,2.4,0.99584,3.34,11.3,7
"1262",0.49,2,0.9972,3.28,11.0666666666667,7
"1263",0,2.2,0.995,3.36,12.4,6
"1264",0.53,2.1,0.99534,3.2,12.2,6
"1265",0.04,2.15,0.9962,3.78,9.7,5
"1266",0.07,2.2,0.9973,3.51,9.7,5
"1267",0,1.9,0.99704,3.3,9.1,5
"1268",0.2,3.3,0.99815,3.26,9.5,5
"1269",0.45,2,0.9934,3.2,12.3,5
"1270",0.5,2,1.0002,2.74,9.2,6
"1271",0.51,1.8,0.99416,3.3,11.3,5
"1272",0.24,2.9,0.9994,3.02,9.7,5
"1273",0.1,2.1,0.99538,3.48,11.2,7
"1274",0.26,2.7,0.9977,3.33,9.7,5
"1275",0.32,1.8,0.9934,3.36,9.2,5
"1276",0.23,3.4,0.99738,3.21,9.4,5
"1277",0.53,2.1,0.99736,3.26,12.6,7
"1278",0.06,2.3,0.99628,3.33,9.8,5
"1279",0.49,2.5,0.9988,3.22,9.3,5
"1280",0.32,1.7,0.9961,3.34,10.7,7
"1281",0,2.8,0.99659,3.51,10.2,7
"1282",0.67,2,0.9968,3.15,9.8,6
"1283",0.08,2.7,0.99628,3.56,10.6,6
"1284",0.63,2,0.9976,3.17,11.4,6
"1285",0.1,1.3,0.9966,3.59,10.4,5
"1286",0.06,2.6,0.99618,3.33,10.9,7
"1287",0.3,3.4,0.9977,3.2,10.3,5
"1288",0.08,2.4,0.9964,3.36,10.4,7
"1289",0,2.4,0.99656,3.47,9.8,5
"1290",0.08,2.1,0.99538,3.44,10.2,3
"1291",0.1,3,0.99656,3.27,9.4,5
"1292",0.3,1.9,0.99494,3.38,11,6
"1293",0.49,2,1.0002,3.3,9.5,5
"1294",0.24,1.7,0.9956,3.39,10.9,5
"1295",0.57,1.8,0.99459,3.24,9.6,5
"1296",0.49,2.6,0.9976,3.14,10.9,6
"1297",0.16,2.3,0.9971,3.34,9.6,5
"1298",0.3,2.6,0.9959,3.2,10.5,6
"1299",0.54,3.4,0.99344,3.32,12,7
"1300",0.4,2.8,0.99467,3.27,12.9,6
"1301",0.14,2.2,0.99462,3.54,11.8,6
"1302",0.48,3.4,0.9987,3.23,9.2,5
"1303",0.25,2,0.9976,3.17,9.4,5
"1304",0.32,2.1,0.99476,3.28,11.5,6
"1305",0.24,2.3,0.99656,3.25,9.7,5
"1306",0.53,2.6,0.9934,3.17,12,7
"1307",0.37,2.8,0.9973,3.24,10.1,6
"1308",0.06,2.6,0.99739,3.37,9.9,6
"1309",0.49,2.7,0.9994,3.1,9.9,5
"1310",0.04,2.1,0.99855,3.52,10.5,6
"1311",0.19,2.8,0.99736,3.19,9.5,3
"1312",0.08,6.55,0.9974,3.47,10.7,8
"1313",0.08,2.4,0.9964,3.42,10.6,6
"1314",0.36,1.8,0.99739,3.43,10.9,5
"1315",0.02,4.1,0.99508,3.51,11.4,6
"1316",0.13,2.5,0.9987,3.44,10.5,7
"1317",0.14,1.8,0.99574,3.59,10.5,5
"1318",0.59,2.8,0.9986,3.36,10.4,6
"1319",0.32,2.1,0.99734,3.28,9.6,5
"1320",0.24,2,0.9971,3.15,9.8,5
"1321",0.22,1.6,0.9978,3.31,10,7
"1322",0.29,2.5,0.9958,3.16,9.6,5
"1323",0.43,2,0.9955,3.35,10.3,6
"1324",0.29,2.1,0.9978,3.26,9.4,5
"1325",0.43,3.4,0.9973,3.19,11,6
"1326",0.03,2.6,0.99656,3.51,9.8,6
"1327",0.26,2.9,0.99612,3.35,10.3,6
"1328",0,2.5,0.99258,3.25,12.4,6
"1329",0.3,5.6,0.99786,3.3,12,5
"1330",0.42,2.8,0.99633,3.32,10.4,5
"1331",0.24,2.2,0.9976,3.12,9.3,5
"1332",0.22,2.1,0.99489,3.36,10.3,6
"1333",0.24,2.4,0.9994,3.33,10.4,6
"1334",0.66,3,0.9997,3.08,9.2,5
"1335",0,2,0.99557,3.3,10.1,5
"1336",0.32,1.9,0.99552,3.38,9.2,5
"1337",0.08,2,0.99588,3.45,9.8,5
"1338",0.26,2,0.99675,3.26,9.9,5
"1339",0.24,3,0.9986,3.35,10.8,8
"1340",0.49,4.1,0.9994,3.17,10.6,5
"1341",0.42,2.5,0.99787,3.57,10.9,7
"1342",0.24,1.9,0.9978,3.18,9.3,5
"1343",0.01,2.8,0.99668,3.37,9.9,6
"1344",0.03,1.6,0.9927,3.48,12.3,8
"1345",0.23,1.7,0.9968,3.14,9.2,5
"1346",0.49,2.4,0.9988,3.17,9.4,6
"1347",0.25,2.3,0.99688,3.28,10.5,6
"1348",0.56,1.7,0.9979,3.07,9.4,6
"1349",0.24,2.4,0.9974,3.07,10.2,6
"1350",0.66,2,0.9986,3.05,10.8,7
"1351",0.49,1.9,0.9974,3.25,9.1,5
"1352",0.3,2.2,0.99492,3.42,12.5,7
"1353",0,2,0.99437,3.34,11.5,6
"1354",0.24,1.9,0.99656,3.41,10.4,7
"1355",0.35,2,0.9962,3.29,11.5,7
"1356",0.19,2.4,0.99418,3.39,11.2,7
"1357",0.09,1.7,0.99498,3.35,10,5
"1358",0.25,1.8,0.99593,3.15,9.8,5
"1359",0.4,2.3,0.99418,3.3,12.8,6
"1360",0,2.3,0.99467,3.55,11.4,5
"1361",0.24,2.2,0.99604,3.37,10.6,7
"1362",0.49,1.4,0.99586,3.31,10.3,5
"1363",0.32,2.1,0.99629,3.28,11.2,6
"1364",0.28,2.5,0.9984,3.38,9.6,6
"1365",0.37,2.4,0.99746,3.23,10.8,6
"1366",0.24,2.3,0.99682,3.21,9.5,5
"1367",0.3,3.6,0.9972,3.34,9.5,5
"1368",0.41,2.1,0.99506,3.33,10.3,7
"1369",0.48,2.1,0.9982,3.26,9.8,6
"1370",0.36,2.4,0.99444,3.27,12.6,6
"1371",0.35,2.1,0.99728,3.27,9.1,5
"1372",0.33,1.7,0.99535,3.31,10,7
"1373",0.03,2.2,0.996,3.53,10.7,6
"1374",0.4,1.7,0.99648,3.3,10.3,5
"1375",0,1.8,0.99558,3.56,9.2,5
"1376",0.4,1.4,0.99346,3.18,11.5,6
"1377",0.49,3.3,1.0002,3.19,9.5,5
"1378",0.5,1.7,0.99467,3.35,12,6
"1379",0,2.4,0.99574,3.42,11.7,5
"1380",0.31,1.9,0.99728,3.31,10,6
"1381",0.22,2,0.9948,3.29,11,7
"1382",0.31,2.2,0.9988,3.12,9.4,5
"1383",0.04,1.7,0.99568,3.26,9.8,5
"1384",0.49,2.7,1.0002,3.19,9.2,7
"1385",0,1.4,0.9982,3.45,9.4,5
"1386",0.16,2,0.9996,3.24,10.5,6
"1387",0,2.05,0.99576,3.38,11.2,7
"1388",0.49,3.2,0.99652,3.46,9.5,7
"1389",0.2,1.7,0.9957,3.61,9.2,5
"1390",0.3,1.8,0.99464,3.39,10,6
"1391",0.39,2.5,0.99652,3.47,10.1,5
"1392",0.53,2.6,0.9982,3.1,10.4,8
"1393",0.31,2.1,0.99692,3.25,10.2,5
"1394",0.19,2,0.9974,3.59,9.8,5
"1395",0.53,4.5,1.0018,3.2,12,6
"1396",0.66,3.6,0.9996,3.2,11.2,7
"1397",0.3,2.2,0.99786,3.47,9.4,5
"1398",0.24,2.2,0.99688,3.22,9.2,3
"1399",0.26,1.7,0.99622,3.21,9.9,5
"1400",0.1,2,0.99557,3.37,9.4,5
"1401",0.49,3.3,1.00315,2.92,12,6
"1402",0.26,2.2,0.99785,3.27,9.7,5
"1403",0.02,1.8,0.9961,3.38,9.5,5
"1404",0.49,6.2,1.0004,3.26,11.5,5
"1405",0.38,2,0.99581,3.27,10.4,7
"1406",0.53,2.1,0.99492,3.27,12.8,6
"1407",0.32,2.1,0.99408,3.28,12.4,7
"1408",0,2.3,0.9956,3.54,12,7
"1409",0.03,1.6,0.9958,3.36,10.7,8
"1410",0.17,3.4,0.9982,3.17,9.5,5
"1411",0.24,2.1,0.9964,3.39,10.9,5
"1412",0.06,1.8,0.99504,3.39,11.9,6
"1413",0.37,2.5,0.99538,3.26,12.5,7
"1414",0.35,1.7,0.99855,3.28,10.2,8
"1415",0.39,2.1,0.99652,3.35,12.9,6
"1416",0.53,2.6,0.9988,3.15,11.0666666666667,7
"1417",0.28,2.5,0.99538,3.34,12.5,6
"1418",0.53,2.2,0.9968,3.15,11.8,6
"1419",0.25,1.8,0.99419,3.43,10.1,7
"1420",0.32,1.9,0.99616,3.26,9.2,5
"1421",0.12,2.3,0.99492,3.36,11.6,6
"1422",0.17,1.8,0.99925,3.31,12,7
"1423",0.23,2.4,0.99728,3.52,9.5,5
"1424",0.32,3.2,0.99633,3.16,11.7,7
"1425",0.26,2.5,0.99786,3.26,9.6,5
"1426",0.49,4.1,1.00289,3.14,11.3,6
"1427",0.17,2.8,0.99632,3.44,9.5,6
"1428",0.08,2.5,0.99584,3.42,9.4,5
"1429",0.45,2,0.9994,2.94,9.7,6
"1430",0.5,2.3,0.99572,3.27,11.3,7
"1431",0.1,2.5,0.99562,3.17,10.9,6
"1432",0.3,8.2,0.9994,3.19,10.2,6
"1433",0.26,2,0.9968,3.21,9.8,5
"1434",0.15,2,0.99182,3.59,12.2,5
"1435",0.49,2.5,0.9996,3.24,10.3,6
"1436",0.1,2.1,0.99706,3.27,10.6,6
"1437",0,2.7,0.9934,3.51,12.4,7
"1438",0.29,2.1,0.99294,3.31,12.1,6
"1439",0,2,0.9958,3.45,10.5,6
"1440",0.05,1.8,0.9962,3.41,10.5,6
"1441",0.09,2.3,0.99418,3.42,12,7
"1442",0.01,2.1,0.99566,3.47,9.4,5
"1443",0.22,2.6,0.9986,3.31,9.3,6
"1444",0.66,2.8,0.9994,3.2,11.5,4
"1445",0,4,0.9986,3.16,9.6,5
"1446",0.32,2.3,0.99716,3.27,10.5,7
"1447",0,2.3,0.99672,3.48,11.4,6
"1448",0.35,3.7,0.9982,3.43,9.4,5
"1449",0.24,1.8,0.9956,3.35,10.3,6
"1450",0.2,1.7,0.99683,3.2,10.1,5
"1451",0.35,2.7,0.99786,3.17,10.5,5
"1452",0.15,1.8,0.9964,3.48,9.1,6
"1453",0.07,1.7,0.99538,3.44,10,7
"1454",0.08,1.9,0.99553,3.42,9.5,6
"1455",0.49,1.6,0.9974,3.03,9.9,6
"1456",0.4,2,0.9974,3.27,10.1,5
"1457",0.55,2.7,0.9982,3.03,9.8,6
"1458",0.25,2.7,0.99782,3.2,9.4,5
"1459",0.24,2.2,0.99914,3.2,9.8,6
"1460",0,2.3,0.99836,3.51,9.7,5
"1461",0.66,3.2,1.00242,3.16,11.2,5
"1462",0.24,1.6,0.99702,3.41,10.5,5
"1463",0,2.4,0.99344,3.45,11.8,6
"1464",0.1,6.1,0.99576,3.33,9.6,5
"1465",0.42,2.1,0.99534,3.3,11.4,5
"1466",0.49,3.3,0.998,3.15,9.7,5
"1467",0.59,2.1,0.9994,3.1,11.1,6
"1468",0.08,2.3,0.99738,3.34,9.2,5
"1469",0.42,2.2,0.99702,3.2,11.3,6
"1470",0.01,1.7,0.9961,3.57,11,5
"1471",0.1,2.9,0.9964,3.16,9.6,6
"1472",0.39,2.4,0.9981,3.39,10.9,5
"1473",0.5,2.3,0.9994,3.03,10.5,5
"1474",0.21,1.8,0.99748,3.16,9.4,5
"1475",0.29,2.8,0.99596,3.28,11.1,5
"1476",0.15,2.1,0.99714,3.33,10,7
"1477",0.08,1.8,0.9958,3.51,10.1,6
"1478",0.65,2.1,1,2.98,9.5,6
"1479",0.09,2.2,0.9976,3.44,9.6,5
"1480",0.44,2.2,0.9978,3.39,11.5,7
"1481",0.45,1.9,0.9981,3.35,11.9,6
"1482",0.32,2.3,0.9973,3.37,10,6
"1483",0,1.9,0.99494,3.6,10,5
"1484",0.01,2.1,0.9976,3.54,12.4,6
"1485",0.19,1.8,0.99458,3.39,10.1,7
"1486",0.13,6.7,0.99538,3.51,11.4,7
"1487",0.22,5.5,0.9986,3.35,10.4,6
"1488",0.26,5.1,0.9976,3.37,9.4,5
"1489",0,1.9,0.99258,3.47,10.6,6
"1490",0.35,1.7,0.9978,3.41,9.2,6
"1491",0.27,2.5,0.99534,3.35,11.7,7
"1492",0.49,2.5,0.9976,3.25,10.8,6
"1493",0.66,2,0.9979,3.11,11.8,6
"1494",0.37,2,0.9978,3.14,9.9,5
"1495",0.32,2,0.9963,3.3,10.5,6
"1496",0.24,1.9,0.9948,3.36,10.6,5
"1497",0.45,3,0.99774,3.35,10.7,5
"1498",0.28,2.1,0.9956,3.28,11.7,6
"1499",0.17,3,0.9994,3.39,9.5,6
"1500",0.28,2.6,0.9988,3.21,9.1,5
"1501",0.02,2.8,0.9976,3.48,10.1,6
"1502",0.24,2.8,0.9984,3.36,9.5,5
"1503",0,1.8,0.9956,3.2,9.2,5
"1504",0.41,1.8,0.99652,3.15,9.5,6
"1505",0.51,2,0.9982,3.25,11,6
"1506",0.39,5,0.99782,3.19,10.7,6
"1507",0.22,2.7,0.9984,3.28,9.9,6
"1508",0.07,2.4,0.9976,3.5,9.2,5
"1509",0.57,2.2,0.99502,3.21,11.8,6
"1510",0.05,1.6,0.99734,3.38,10.6,5
"1511",0.22,2.6,0.9991,3.15,9.5,5
"1512",0.31,2.1,0.99718,3.08,9.5,5
"1513",0.25,2,0.9968,3.19,9.6,5
"1514",0.29,2.7,0.9987,3.31,9.4,5
"1515",0.23,3,0.9968,3.23,9.8,5
"1516",0.34,1.9,0.9956,3.34,10.9,5
"1517",0.34,2,0.99516,3.26,11.2,7
"1518",0.24,2.7,0.9964,3.3,9.4,5
"1519",0.41,2.1,0.99562,3.27,12,6
"1520",0.18,3,0.99768,3.38,9.5,6
"1521",0.27,2.4,0.99182,3.52,12.8,7
"1522",0.48,2.6,0.9976,3.03,9.8,5
"1523",0,2.4,0.99518,3.33,11.7,7
"1524",0.22,2,0.9976,3.27,9.7,5
"1525",0.6,3,0.9968,3.1,10,5
"1526",0.24,1.5,0.99572,3.28,11,8
"1527",0.45,5.8,0.9956,3.32,11,5
"1528",0.23,2,0.99761,3.22,9.7,6
"1529",0.37,2.9,0.99632,3.34,9.4,5
"1530",0.28,2.8,0.9982,3.18,9.8,6
"1531",0.28,3.4,0.9991,3.2,9.4,5
"1532",0.34,2.5,0.9952,3.24,12.4,6
"1533",0,1.6,0.997,3.33,9.2,5
"1534",0.02,2.1,0.99717,3.4,11,7
"1535",0.05,2.8,0.9966,3.31,9.4,5
"1536",0.06,1.7,0.9969,3.48,10.3,7
"1537",0.15,2.9,0.9982,3.23,9.9,5
"1538",0.21,3,1.0004,3.38,9.5,5
"1539",0.33,2.8,0.9976,3.3,11.5,5
"1540",0.49,2.3,0.9976,3.21,9.3,5
"1541",0.31,2.95,0.9916,3.61,12.6,5
"1542",0.2,2.2,0.9972,3.15,9,5
"1543",0.3,1.8,0.99648,3.3,9.5,5
"1544",0,1.6,0.9968,3.47,9.8,6
"1545",0.66,3.4,0.99672,3.22,11.2,7
"1546",0.45,1.9,0.99418,3.26,11.4,6
"1547",0.43,2.2,0.9987,3.22,10.1,6
"1548",0.42,2.4,0.9964,3.55,9.7,5
"1549",0.3,2.5,0.99914,3.32,9.5,5
"1550",0.23,2.2,0.9971,3.53,12.8,6
